cantidad,x
275,9289.439547
276,6809.955236
277,10927.8419
278,8519.717941
279,7173.132611
280,7660.584396
281,11185.40675
282,10613.28566
283,19213.81385
284,11146.43419
285,8750.652504
286,10928.65731
287,9634.906377
288,13035.80854
289,10642.87166
290,6794.354299
291,7537.467324
292,7742.568916
293,7585.114496
294,9680.855977
295,15888.82648
296,6249.970353
297,16155.10975
298,10281.05278
299,9235.112539
300,6912.03951
301,14373.37344
302,19337.95512
303,7274.784616
304,5887.362332
305,9185.676235
306,6308.644153
307,13724.42641
308,11379.96211
309,6850.704146
310,7557.962319
311,13705.84939
312,13547.07928
313,16192.53368
314,11720.88557
315,14553.54861
316,4592.693863
317,10162.34159
318,7442.514712
319,5436.772741
320,8200.707405
321,7516.042621
322,8272.484742
323,11194.31749
324,11766.83874
325,10113.35088
326,6274.958754
327,8405.495852
328,8651.530056
329,10962.71715
330,13240.92301
331,13490.6808
332,8023.906089
333,7685.50955
334,6624.363646
335,9448.052943
336,10126.17733
337,6327.811602
338,4985.601298
339,14736.59722
340,6632.671789
341,11760.45175
342,11313.50349
343,6328.774811
344,8662.824848
345,7532.096639
346,17590.16682
347,6034.035015
348,7953.384722
349,8452.037198
350,7430.988501
351,10112.95573
352,13212.73006
353,8176.004982
354,19586.43896
355,8493.675681
356,6589.229513
357,10992.51462
358,8246.937625
359,7549.199656
360,13550.76485
361,6989.265543
362,11505.02678
363,9245.961293
364,17757.67842
365,9458.717178
366,17498.10614
367,2534.970932
368,7313.897196
369,15445.52111
370,14233.3415
371,8613.261923
372,8363.211179
373,7000.484905
374,10055.18219
375,5872.361362
376,8768.576824
377,12962.87933
378,8817.697666
379,15460.27348
380,11785.97726
381,10831.89217
382,15006.95517
383,11011.45551
384,7605.554944
385,18824.83584
386,12106.50069
387,15544.04936
388,12250.61701
389,11471.42315
390,10187.54436
391,13075.423
392,11277.49866
393,15640.54212
394,7528.241523
395,14023.78256
396,6911.060258
397,14577.2588
398,4367.130405
399,6810.904944
400,13672.81524
401,6052.24033
402,15239.03892
403,6729.821329
404,11695.7598
405,7549.053337
406,10977.94186
407,11221.47791
408,15599.54971
409,8286.839712
410,6272.160153
411,11266.38952
412,16080.30234
413,6578.268371
414,7757.917299
415,8643.742914
416,16290.33579
417,16465.72873
418,10532.20363
419,15333.72761
420,7814.535357
421,18240.21246
422,12636.35367
423,9648.813505
424,8152.75704
425,10057.54083
426,6275.640334
427,7414.899467
428,8622.451697
429,15992.61694
430,7889.210171
431,14400.02128
432,5993.416896
433,11213.0847
434,11096.34157
435,4691.861758
436,13414.09838
437,8958.838387
438,5889.818186
439,8922.633482
440,3938.973034
441,8798.727334
442,9681.944506
443,11730.15957
444,6901.483638
445,16941.93892
446,15956.97341
447,11282.85679
448,14504.74749
449,15465.67197
450,12882.69915
451,7577.028621
452,5414.966625
453,9945.504526
454,9867.063476
455,11669.50816
456,10216.79449
457,8415.396598
458,11909.15015
459,9016.076329
460,7741.115913
461,9417.299253
462,9138.209667
463,9162.524005
464,18029.60897
465,12610.97161
466,9441.578143
467,9016.401617
468,7023.839676
469,6519.047117
470,9304.70752
471,10033.36495
472,5144.065563
473,6492.63993
474,8962.29446
475,7856.207436
476,12012.817
477,14310.85982
478,12488.60452
479,7376.654254
480,3981.55081
481,7551.562628
482,11397.86711
483,9101.763522
484,12204.39275
485,16339.31263
486,8002.652144
487,13088.80362
488,12361.64006
489,7193.619246
490,5556.823588
491,8456.801172
492,10655.16343
493,6191.759011
494,15319.23663
495,8187.957939
496,16283.79153
497,20701.58499
498,7227.44869
499,8618.797317
500,9840.982609
501,9172.791484
502,9865.3306
503,8538.089554
504,10682.29677
505,10767.49939
506,17318.6994
507,12548.33189
508,11035.41848
509,10060.10442
510,12124.7978
511,8278.50419
512,13030.78218
513,9908.059149
514,11533.74827
515,9007.715796
516,3839.653556
517,8449.963026
518,4789.282478
519,8367.198398
520,13928.43046
521,9517.772303
522,16645.19211
523,11714.94171
524,6459.01121
525,4486.852571
526,11209.82325
527,7102.935983
528,10886.17526
529,7774.391565
530,9045.656634
531,10450.72608
532,11419.9969
533,11500.62249
534,12298.73896
535,13430.28233
536,10052.48059
537,9433.183168
538,14065.94436
539,9081.321634
540,5259.368403
541,7612.791086
542,8642.000093
543,5315.583967
544,3914.966567
545,6765.909761
546,9361.68392
547,8469.135927
548,6815.075177
549,3914.928815
550,11460.30576
551,9331.466529
552,10303.27522
553,4465.862597
554,9851.057553
555,10693.73561
556,13199.96741
557,12506.19733
558,11090.68744
559,9331.113364
560,10465.48789
561,4157.101438
562,8215.954224
563,10015.03315
564,11647.45924
565,10939.99237
566,8318.910113
567,6765.595232
568,5933.638437
569,14540.82912
570,10115.41959
571,8374.321042
572,10900.25916
573,6599.952254
574,3661.157713
575,15537.20577
576,6844.598768
577,7804.776986
578,12567.93963
579,6817.191965
580,16517.0045
581,6817.192317
582,8308.579445
583,6805.930919
584,7877.108531
585,11214.38979
586,14404.71407
587,17017.45454
588,6384.608703
589,8213.562508
590,7507.819293
591,8860.004812
592,11187.94799
593,16866.5849
594,16959.38583
595,12612.03708
596,7352.580012
597,13017.43889
598,8916.779212
599,8034.884742
600,7133.84828
601,10535.8074
602,10411.28232
603,13059.73589
604,9007.696178
605,11828.51662
606,13015.43801
607,5184.689928
608,9785.097049
609,14009.70308
610,9278.030631
611,8446.479963
612,8064.364891
613,7206.801239
614,17512.11397
615,16172.6399
616,11454.92744
617,13846.13567
618,9750.601959
619,6758.863192
620,13413.83369
621,9330.898906
622,8755.451816
623,12794.09105
624,5295.63392
625,9734.192603
626,16257.17993
627,5512.844177
628,13036.81755
629,8450.086293
630,9495.049817
631,13195.32822
632,10873.93132
633,10062.82344
634,4913.720823
635,13659.56281
636,5112.953889
637,8846.76898
638,13467.36733
639,13560.72983
640,9881.822516
641,7293.427182
642,11052.51508
643,4467.648625
644,12917.48703
645,5843.69225
646,18207.59937
647,10182.72256
648,4694.504652
649,13816.23776
650,9875.531211
651,27000.55691
652,8367.627238
653,10392.60909
654,5497.967315
655,15225.89751
656,19261.38203
657,14463.38032
658,10698.08105
659,9308.281974
660,14672.33059
661,14966.2857
662,9915.810419
663,11975.57686
664,9676.138412
665,5250.203059
666,8558.06598
667,13396.37406
668,5055.637945
669,13080.17523
670,8499.772597
671,16067.99002
672,9812.028873
673,7142.957619
674,7394.386254
675,9140.235464
676,9551.025331
677,8249.773948
678,11213.06148
679,9185.925971
680,11009.42496
681,20359.33681
682,9901.210929
683,8256.270696
684,14622.50305
685,7470.32808
686,9012.712674
687,8644.545714
688,18176.09703
689,9779.567536
690,8313.420843
691,6233.885504
692,10850.19011
693,7198.532767
694,3792.619351
695,14744.049
696,10283.79219
697,11734.33827
698,5180.932919
699,8505.216943
700,14349.30033
701,9574.169357
702,10332.96884
703,14277.26403
704,22853.45595
705,9619.977081
706,15076.80843
707,9325.474198
708,7892.890858
709,6277.388478
710,10125.61546
711,4963.157583
712,8769.907332
713,5573.194101
714,4741.819343
715,11232.95332
716,3056.192682
717,5163.994708
718,18209.15947
719,6788.61119
720,4727.0558
721,10482.67644
722,7659.956315
723,8916.231022
724,10727.37241
725,9875.441453
726,14823.89569
727,13130.02627
728,7470.719135
729,6720.079982
730,11051.2819
731,6414.009131
732,19106.63827
733,6683.66921
734,10449.92862
735,6434.041089
736,13425.7017
737,11776.25498
738,8712.749743
739,10048.68406
740,14830.90766
741,2625.680726
742,8669.848462
743,7469.554748
744,13364.27022
745,14590.15263
746,7301.082883
747,12552.12858
748,15519.17393
749,20684.4463
750,18789.21375
751,6568.838111
752,6165.924307
753,10978.58525
754,10076.10307
755,11228.64195
756,9655.40924
757,11550.34641
758,8624.082785
759,7531.168552
760,1873.422025
761,10064.05
762,9855.267426
763,11922.37087
764,12411.76412
765,11002.5731
766,15003.99193
767,4024.685761
768,8700.615078
769,22352.26101
770,16021.16363
771,19123.79818
772,18434.78716
773,7937.25131
774,8713.85092
775,10138.81
776,4753.685506
777,13670.37577
778,9335.507585
779,7356.268235
780,12462.63435
781,6764.162691
782,7909.799139
783,7668.894198
784,8580.359376
785,11160.4579
786,9110.580057
787,9738.221222
788,9624.636171
789,12224.56215
790,9330.143376
791,10318.22042
792,10817.74156
793,9886.99038
794,6730.66104
795,10861.8656
796,13076.70686
797,21434.31903
798,7757.29936
799,13185.4538
800,18235.04651
801,14631.15816
802,8565.934251
803,7080.735633
804,6708.956056
805,8265.670636
806,5595.920406
807,11369.72829
808,8917.975047
809,7846.664129
810,10189.38175
811,3170.964393
812,11085.66535
813,6944.494942
814,6178.372514
815,8570.531634
816,10632.52788
817,8473.826723
818,14376.4942
819,12814.15726
820,15942.57044
821,18121.84236
822,14689.78698
823,7666.690965
824,7823.561691
825,11723.37726
826,8660.089624
827,8027.281638
828,13478.22224
829,12408.62679
830,10933.73606
831,8635.714981
832,8960.992181
833,5645.007526
834,6129.901941
835,6998.594177
836,9044.767199
837,6361.608352
838,6456.183659
839,14547.87271
840,8019.486707
841,11303.05364
842,6476.850686
843,13259.82802
844,12136.71537
845,9088.69677
846,9910.446394
847,9214.759609
848,13578.30899
849,7481.912516
850,20355.66724
851,8033.922738
852,12590.52884
853,9667.57481
854,7193.374656
855,18690.6474
856,14887.94118
857,6644.26652
858,7350.851029
859,13442.57916
860,16341.52055
861,5150.568494
862,11385.99628
863,7403.300137
864,6885.553119
865,11078.62903
866,12585.03464
867,4360.217678
868,12479.10809
869,6339.420482
870,10366.4958
871,8569.630404
872,6180.818806
873,12152.94518
874,11702.77178
875,8862.719846
876,5406.328686
877,7647.880363
878,10221.351
879,11334.37651
880,8798.218288
881,15846.29718
882,8800.662397
883,15722.90965
884,5341.197069
885,11428.72204
886,4656.476752
887,11886.68995
888,5218.515961
889,10996.15678
890,13013.90414
891,8570.347632
892,9998.348139
893,7173.520777
894,4089.836136
895,10846.17559
896,7446.439812
897,7457.932523
898,12007.80808
899,7061.439424
900,10298.66311
901,9302.314572
902,9488.562001
903,15093.68532
904,16673.51601
905,10204.91303
906,7311.004939
907,9435.449809
908,12095.77195
909,13730.38476
910,5748.353652
911,11421.2151
912,7192.39275
913,15465.51817
914,12889.26574
915,7402.051417
916,10710.45579
917,5465.083243
918,12730.32785
919,10049.6337
920,8899.137791
921,6209.733137
922,6275.282904
923,8540.814906
924,9649.958404
925,6862.38673
926,10161.48279
927,7473.759652
928,8201.111222
929,6571.215819
930,8738.915269
931,7969.423412
932,6717.473473
933,10660.88472
934,10293.22169
935,10644.52726
936,10931.72921
937,8758.246272
938,7048.496197
939,17065.54961
940,14921.4495
941,10127.48286
942,11678.89731
943,13619.50746
944,15298.56629
945,9038.796562
946,5588.975323
947,16861.20029
948,4296.901482
949,11445.56467
950,12232.19752
951,7878.966259
952,5553.384016
953,6649.533972
954,7339.966123
955,8413.725967
956,8394.423439
957,5144.555705
958,13338.80433
959,4935.6893
960,13859.69381
961,3094.407525
962,11794.82094
963,6963.534129
964,10637.56335
965,7662.038101
966,5716.859187
967,10717.80302
968,6332.982188
969,11814.10252
970,12638.31099
971,11677.86552
972,12857.24795
973,6675.639663
974,6606.333253
975,11558.91171
976,18771.09719
977,9148.66646
978,15977.62038
979,17054.17774
980,17582.80866
981,8334.14562
982,5125.043908
983,8258.340655
984,12066.43856
985,9221.87679
986,10262.81694
987,12218.18737
988,10068.1133
989,17050.82656
990,7359.89212
991,14477.11599
992,8305.62691
993,8450.369966
994,8693.321102
995,8560.533135
996,15988.28779
997,18521.98807
998,7007.399509
999,5646.508505
1000,12564.65292
1001,5490.185206
1002,15483.84709
1003,12562.13867
1004,6991.690873
1005,10223.57526
1006,13090.38015
1007,4826.184294
1008,11279.83225
1009,8026.650453
1010,7304.158592
1011,9205.379778
1012,10651.68901
1013,10980.82845
1014,12793.93952
1015,5000.2652
1016,7278.816744
1017,10700.67521
1018,6556.466403
1019,6543.913685
1020,13831.38118
1021,11910.40346
1022,7763.234351
1023,4795.102466
1024,15306.87441
1025,11441.45471
1026,8567.538493
1027,10553.96599
1028,7854.285401
1029,12042.75553
1030,9566.869111
1031,7191.359571
1032,6870.532364
1033,10839.48105
1034,11697.20403
1035,9580.677923
1036,13510.13778
1037,12306.59729
1038,8424.083131
1039,8216.618158
1040,6496.325068
1041,10449.75203
1042,6017.388838
1043,8819.900337
1044,10033.09468
1045,12152.84809
1046,4064.804308
1047,7010.716364
1048,8820.010576
1049,8770.563898
1050,15532.88598
1051,5646.746643
1052,13784.72782
1053,18146.6874
1054,7403.29231
1055,3926.453566
1056,13476.82561
1057,19034.77029
1058,8984.944763
1059,20942.34927
1060,8355.065445
1061,13825.09778
1062,12958.57292
1063,9353.417277
1064,11430.13905
1065,7861.190151
1066,9289.461348
1067,7517.398592
1068,15486.83914
1069,9436.166007
1070,5568.205078
1071,15641.36149
1072,8687.187265
1073,8385.670703
1074,10123.41607
1075,8817.865039
1076,9072.703932
1077,7114.160421
1078,8831.211523
1079,8304.995922
1080,13187.85145
1081,19111.16626
1082,2648.994891
1083,10628.8819
1084,8288.865453
1085,13562.03083
1086,5341.071001
1087,9162.214133
1088,12046.69294
1089,6129.779036
1090,5588.772551
1091,16301.57086
1092,9928.457953
1093,10408.52676
1094,10360.00052
1095,13093.88548
1096,11591.58942
1097,6291.810252
1098,13056.35487
1099,10954.04767
1100,5605.414504
1101,16345.89341
1102,16595.79197
1103,8186.66952
1104,16862.38583
1105,10758.8486
1106,7529.857394
1107,11206.26137
1108,5003.694423
1109,3696.290861
1110,9776.330687
1111,8935.474705
1112,7315.825836
1113,11748.81094
1114,9859.561864
1115,16471.32897
1116,5485.396363
1117,14133.23319
1118,9236.688129
1119,6132.766996
1120,7799.852819
1121,7662.93422
1122,9473.612482
1123,6707.35611
1124,13475.24934
1125,6803.385871
1126,8167.033558
1127,9126.975821
1128,5260.258026
1129,15523.59517
1130,10584.51933
1131,5169.230042
1132,8745.307246
1133,12866.29236
1134,5296.615824
1135,12133.38743
1136,9726.142111
1137,9313.54599
1138,13104.80365
1139,11576.41137
1140,7710.173126
1141,5466.149771
1142,8525.949471
1143,16300.88198
1144,5647.681059
1145,9627.51673
1146,5538.260221
1147,7842.137869
1148,7131.249279
1149,10808.64176
1150,13863.32122
1151,8728.325449
1152,8108.484722
1153,14499.14204
1154,7693.200882
1155,21039.70869
1156,5474.71335
1157,10535.43023
1158,8669.962379
1159,12128.64638
1160,5153.235221
1161,8149.431423
1162,4831.041591
1163,12835.85462
1164,12753.65459
1165,9936.966716
1166,8208.763117
1167,13130.83933
1168,7877.607083
1169,15446.66502
1170,9266.465016
1171,12066.46749
1172,11321.2968
1173,17857.42927
1174,13085.12885
1175,12668.8297
1176,16364.67731
1177,7612.385194
1178,11476.60269
1179,13171.04701
1180,8349.202917
1181,7303.613713
1182,8075.824714
1183,9370.786241
1184,3602.049181
1185,10024.10644
1186,3852.36763
1187,12886.11766
1188,10480.25844
1189,14403.37756
1190,8577.346034
1191,11054.80957
1192,6781.434699
1193,17050.94305
1194,10184.35225
1195,13781.22557
1196,7383.804762
1197,4572.201634
1198,8904.065567
1199,10486.16537
1200,7793.034713
1201,5651.674569
1202,8539.204882
1203,11055.21368
1204,9215.904017
1205,10136.43399
1206,9159.394466
1207,14278.56736
1208,12725.13511
1209,6502.268816
1210,8409.644875
1211,6096.665011
1212,10078.84842
1213,12960.84308
1214,16093.99467
1215,5820.705924
1216,9822.408318
1217,12123.20227
1218,7184.531152
1219,10971.34156
1220,8631.163972
1221,10091.2305
1222,6588.239141
1223,11145.39715
1224,6608.476915
1225,9824.145159
1226,10028.14875
1227,11949.69421
1228,17742.85131
1229,7183.872603
1230,5459.25872
1231,13741.58178
1232,10427.84875
1233,7476.454835
1234,10149.42214
1235,12816.65518
1236,6626.290522
1237,8038.255702
1238,10946.94896
1239,11269.71096
1240,5469.423768
1241,7193.531819
1242,9472.054013
1243,14823.90417
1244,15318.94619
1245,8939.447916
1246,9148.158172
1247,13910.61264
1248,11449.34136
1249,6743.360282
1250,9234.398856
1251,11725.29892
1252,12984.41066
1253,18733.58596
1254,13019.01002
1255,5143.273754
1256,4136.091665
1257,6796.37614
1258,18515.13729
1259,8215.805893
1260,8786.624721
1261,8943.80437
1262,13914.09187
1263,4412.816882
1264,22388.07344
1265,16205.18379
1266,9868.449037
1267,9357.239495
1268,6808.313879
1269,6892.621904
1270,12904.20475
1271,7012.244805
1272,8887.207705
1273,12552.3008
1274,13834.39718
1275,8909.07861
1276,8168.456643
1277,11405.6496
1278,10931.68404
1279,12725.52992
1280,10880.99463
1281,6046.398052
1282,13029.83968
1283,10842.17682
1284,6321.356396
1285,12056.54407
1286,8166.414664
1287,11134.17863
1288,7752.724486
1289,11540.37464
1290,13784.34052
1291,5150.826163
1292,12477.75172
1293,14850.23741
1294,3046.053282
1295,11016.63621
1296,13563.9853
1297,13945.12064
1298,19087.18555
1299,9832.073874
1300,15224.53186
1301,9718.882939
1302,10614.64392
1303,10567.78946
1304,7305.146625
1305,14089.76796
1306,7607.115127
1307,10603.32399
1308,3440.15938
1309,17142.86864
1310,5611.886379
1311,6583.168351
1312,6393.222654
1313,11407.8947
1314,9267.591052
1315,8799.900808
1316,12266.22789
1317,11256.82582
1318,6007.063475
1319,9843.002625
1320,6881.478795
1321,11104.91113
1322,12598.40793
1323,8559.027798
1324,10366.43805
1325,9724.866067
1326,15581.24891
1327,13402.86046
1328,11805.65176
1329,7138.518135
1330,5754.937923
1331,9012.440314
1332,10059.27498
1333,5879.136137
1334,7978.290451
1335,10442.74342
1336,12790.911
1337,7377.005344
1338,9477.303743
1339,11712.56067
1340,7108.902097
1341,10005.02586
1342,9319.506629
1343,17544.9677
1344,6194.71923
1345,6730.293617
1346,5911.319477
1347,10657.02541
1348,5081.871373
1349,17901.87081
1350,8803.767547
1351,11042.13375
1352,10646.46907
1353,11337.53351
1354,3771.279482
1355,8462.751999
1356,15394.86221
1357,7839.581902
1358,3885.618006
1359,8899.090966
1360,9555.249974
1361,9476.25415
1362,10519.69412
1363,10725.65957
1364,12481.52027
1365,8599.887408
1366,8762.693606
1367,7403.731022
1368,6153.993136
1369,8360.467172
1370,7338.197408
1371,11524.23128
1372,7711.559743
1373,12654.41982
1374,19728.8625
1375,13408.30349
1376,12219.21324
1377,12072.41989
1378,7760.677875
1379,20975.91139
1380,2921.043156
1381,9024.264591
1382,17616.34066
1383,10463.00059
1384,7191.42046
1385,10095.83257
1386,8061.466034
1387,5868.358368
1388,15868.59459
1389,13848.10992
1390,8776.778912
1391,6156.263928
1392,11788.309
1393,15587.21819
1394,10682.13077
1395,14153.33716
1396,14955.75042
1397,9819.114697
1398,4439.18153
1399,5924.446191
1400,5055.565431
1401,8637.893352
1402,8026.325301
1403,9257.966068
1404,9360.284834
1405,4911.808851
1406,14324.88501
1407,10459.41918
1408,10668.62062
1409,13333.96337
1410,10226.19451
1411,10770.41531
1412,6674.667414
1413,4703.577252
1414,14915.45685
1415,9437.03672
1416,10725.7222
1417,6976.716401
1418,4851.074596
1419,9820.254834
1420,13994.22134
1421,10216.37521
1422,10324.37655
1423,6197.12518
1424,8843.611211
1425,9787.232247
1426,9479.278894
1427,6495.659942
1428,8266.822866
1429,9806.230654
1430,10194.71615
1431,8401.084727
1432,5534.749214
1433,14270.25673
1434,11923.17968
1435,8204.313988
1436,7188.429329
1437,15379.75207
1438,14622.71178
1439,11664.90716
1440,10718.38541
1441,9986.322344
1442,6536.455879
1443,12526.47875
1444,15596.058
1445,12596.81861
1446,9880.190153
1447,12545.86138
1448,18082.69711
1449,8562.045257
1450,6974.671074
1451,14611.35555
1452,9865.245424
1453,11430.00748
1454,7874.786548
1455,7844.66307
1456,6930.821984
1457,7964.972084
1458,7800.528846
1459,5645.653859
1460,9619.430902
1461,11344.2052
1462,11684.06317
1463,5718.288133
1464,9571.675149
1465,5985.00265
1466,10765.56516
1467,6152.836822
1468,8443.926771
1469,6133.412387
1470,11422.06374
1471,10755.51355
1472,9006.76499
1473,9605.128643
1474,9501.091111
1475,13069.02115
1476,11942.94334
1477,12211.55174
1478,4622.904039
1479,6563.909004
1480,15268.19458
1481,5884.763681
1482,7038.123182
1483,11619.45811
1484,16883.16742
1485,12606.27624
1486,11913.16574
1487,7442.247659
1488,6345.486239
1489,7123.69787
1490,8518.021083
1491,13555.73681
1492,9918.963259
1493,11861.98854
1494,16051.96465
1495,22129.36694
1496,6974.238785
1497,14521.15095
1498,13931.62976
1499,12149.43623
1500,12794.89301
1501,6993.419026
1502,11325.78021
1503,4835.746991
1504,14308.32592
1505,7060.484642
1506,9542.55016
1507,8175.750091
1508,7871.315521
1509,17848.81243
1510,7900.998914
1511,6741.750892
1512,6299.177903
1513,6679.568137
1514,7847.821225
1515,6096.847309
1516,9098.476128
1517,6163.900609
1518,12288.03956
1519,10126.03854
1520,13306.19482
1521,10028.97905
1522,11347.69858
1523,8422.305574
1524,7089.782058
1525,5613.230476
1526,10834.10596
1527,4021.007996
1528,14386.75528
1529,3854.508291
1530,13427.51232
1531,7123.993445
1532,10700.69526
1533,10296.69394
1534,13389.59172
1535,9213.421176
1536,10529.16041
1537,15964.22497
1538,11890.18994
1539,7647.855013
1540,6977.931862
1541,13130.61637
1542,11975.14802
1543,11412.00281
1544,9799.176665
1545,8919.792264
1546,13038.81052
1547,10883.86373
1548,11478.03827
1549,10371.30287
1550,12513.96259
1551,10774.50294
1552,9695.984055
1553,7608.001709
1554,11808.58739
1555,3636.043452
1556,9904.834412
1557,11195.76726
1558,4828.190154
1559,9748.984605
1560,5903.054377
1561,2483.976393
1562,8123.514812
1563,6273.206862
1564,13741.49787
1565,5722.335602
1566,6560.107359
1567,12425.32173
1568,8472.412668
1569,4175.866246
1570,10562.47146
1571,9463.811403
1572,13363.71148
1573,11247.68656
1574,9665.343384
1575,11717.14616
1576,11995.26786
1577,16951.39069
1578,11597.79795
1579,6522.017257
1580,9117.090821
1581,7036.423322
1582,10673.46518
1583,8165.953856
1584,11070.19326
1585,12375.29606
1586,11356.89569
1587,5842.009639
1588,6265.368142
1589,8041.148164
1590,11540.48672
1591,6293.135049
1592,11829.25164
1593,13167.76197
1594,10311.11158
1595,15800.90337
1596,9431.526778
1597,7501.595463
1598,8978.306328
1599,16619.13627
1600,11289.72191
1601,8008.22019
1602,9057.312844
1603,14355.07074
1604,13173.42129
1605,8071.625386
1606,7238.195961
1607,4816.540486
1608,8124.823722
1609,4808.276572
1610,10272.24121
1611,10953.57803
1612,8072.078586
1613,12743.56622
1614,7697.928601
1615,12723.9855
1616,12252.46306
1617,14365.97058
1618,12695.29992
1619,14346.8424
1620,12928.39937
1621,7107.659966
1622,4785.550055
1623,6802.247589
1624,13757.41091
1625,8875.459831
1626,5647.323388
1627,9958.299662
1628,10611.11429
1629,8134.021138
1630,7146.597433
1631,13906.0256
1632,10511.91713
1633,7987.403506
1634,8117.87514
1635,14314.14104
1636,6969.747643
1637,8274.920323
1638,10419.55822
1639,6363.84637
1640,15477.68473
1641,10915.26033
1642,10990.95527
1643,5283.047057
1644,19132.297
1645,12911.31569
1646,9344.210271
1647,13386.0893
1648,11686.73221
1649,9096.299607
1650,8791.873025
1651,4907.961741
1652,6791.55239
1653,8270.835228
1654,14401.17714
1655,6681.338108
1656,10327.79204
1657,5725.115067
1658,8643.841459
1659,11069.41021
1660,5675.59054
1661,6624.881901
1662,10073.78284
1663,12566.50336
1664,7944.81988
1665,11846.69522
1666,12778.27251
